#node	date	numeric date
RVA/Human-wt/KEN/KLF1047/2014/G1P8	2014-06-20	2014.467123
NODE_0000204	2012-08-09	2012.604248
RVA/Human-wt/KEN/KLF0764/2015/G1P8	2015-06-03	2015.420548
NODE_0000206	2012-08-09	2012.604248
RVA/Human-wt/KEN/KLF0670/2013/G1P8	2013-07-27	2013.568493
NODE_0000207	2012-08-09	2012.604248
NODE_0000208	2013-03-03	2013.169741
NODE_0000002	2013-09-02	2013.668697
RVA/Human-wt/KEN/KLF0735/2014/G1P8	2014-07-18	2014.543836
NODE_0000003	2014-07-18	2014.543836
RVA/Human-wt/KEN/KLF0736/2014/G1P8	2014-07-18	2014.543836
RVA/Human-wt/KEN/KLF0745/2014/G1P8	2014-08-13	2014.615068
NODE_0000211	2013-03-03	2013.169741
RVA/Human-wt/KEN/KLF1041/2013/G1P8	2013-06-23	2013.475342
NODE_0000217	2013-04-30	2013.327397
RVA/Human-wt/KEN/KLF0635/2013/G1P8	2013-04-30	2013.327397
NODE_0000218	2013-06-06	2013.428767
RVA/Human-wt/KEN/KLF1039/2013/G1P8	2013-06-06	2013.428767
RVA/Human-wt/KEN/KLF0674/2013/G1P8	2013-08-12	2013.612329
NODE_0000008	2012-11-05	2012.845024
RVA/Human-wt/KEN/KLF0654/2013/G1P8	2013-06-09	2013.436986
RVA/Human-wt/KEN/KLF0647/2013/G1P8	2013-06-04	2013.423288
RVA/Human-wt/KEN/KLF0680/2013/G1P8	2013-09-05	2013.678082
NODE_0000257	2013-02-16	2013.127767
RVA/Human-wt/KEN/KLF0666/2013/G1P8	2013-07-02	2013.500000
NODE_0000222	2013-05-25	2013.397221
RVA/Human-wt/KEN/KLF0696/2014/G1P8	2014-02-22	2014.143836
NODE_0000224	2013-05-28	2013.404110
RVA/Human-wt/KEN/KLF0644/2013/G1P8	2013-05-28	2013.404110
NODE_0000225	2013-06-21	2013.469863
RVA/Human-wt/KEN/KLF0661/2013/G1P8	2013-06-21	2013.469863
NODE_0000233	2013-07-05	2013.508219
RVA/Human-wt/KEN/KLF1042/2013/G1P8	2013-07-05	2013.508219
NODE_0000234	2013-07-27	2013.568493
RVA/Human-wt/KEN/KLF0671/2013/G1P8	2013-07-27	2013.568493
NODE_0000241	2013-09-17	2013.710959
RVA/Human-wt/KEN/KLF0689/2013/G1P8	2013-10-19	2013.798630
RVA/Human-wt/KEN/KLF0685/2013/G1P8	2013-09-17	2013.710959
NODE_0000044	2009-12-29	2009.993753
KP882704.1_RVA/Human-wt/KEN/Keny-058/2009/G1P8	--	--
KJ753085.1_RVA/Human-wt/ZAF/MRC-DPRU135/2009/G1P8	--	--
RVA/Human-wt/KEN/KLF0687/2013/G1P8	2013-09-25	2013.732877
KJ753427.1_RVA/Human-wt/UGA/MRC-DPRU4595/2011/G9P8	--	--
NODE_0000045	2011-02-09	2011.107947
RVA/Human-wt/KEN/KLF0567/2012/G1P8	2012-06-05	2012.427596
KJ919662.1_RVA/Human-wt/HUN/ERN5195/2012/G9P8	--	--
NODE_0000049	--	--
KP753260.1_RVA/Human-wt/KEN/MRC-DPRU1608/2009/G1P8	--	--
KP882693.1_RVA/Human-wt/KEN/Keny-057/2009/G1P8	--	--
NODE_0000052	2010-10-28	2010.822269
RVA/Human-wt/KEN/KLF0566/2012/G1P8	2012-06-03	2012.422131
MH291316.1_RVA/Human-wt/KEN/3413/2016/G1P8	--	--
NODE_0000271	2011-09-28	2011.739732
NODE_0000247	2012-09-02	2012.669840
RVA/Human-wt/KEN/KLF0650/2013/G1P8	2013-06-05	2013.426027
NODE_0000250	2012-11-27	2012.905656
RVA/Human-wt/KEN/KLF0633/2013/G1P8	2013-04-13	2013.280822
NODE_0000255	2013-02-01	2013.085230
RVA/Human-wt/KEN/KLF0651/2013/G1P8	2013-06-08	2013.434247
NODE_0000057	2013-06-16	2013.457195
RVA/Human-wt/KEN/KLF0727/2014/G1P8	2014-06-24	2014.478082
RVA/Human-wt/KEN/KLF0721/2014/G1P8	2014-06-15	2014.453425
NODE_0000286	2013-09-18	2013.714687
RVA/Human-wt/KEN/KLF0724/2014/G1P8	2014-06-17	2014.458904
NODE_0000319	2013-09-27	2013.739555
NODE_0000064	2014-02-10	2014.111450
RVA/Human-wt/KEN/KLF0695/2014/G1P8	2014-02-21	2014.141096
RVA/Human-wt/KEN/KLF0707/2014/G1P8	2014-04-19	2014.297260
NODE_0000260	2014-03-13	2014.195890
RVA/Human-wt/KEN/KLF0697/2014/G1P8	2014-03-13	2014.195890
NODE_0000264	2014-03-20	2014.215068
RVA/Human-wt/KEN/KLF0699/2014/G1P8	2014-03-20	2014.215068
NODE_0000265	2014-04-13	2014.282153
RVA/Human-wt/KEN/KLF0705/2014/G1P8	2014-04-14	2014.283562
NODE_0000266	2014-04-16	2014.289041
RVA/Human-wt/KEN/KLF0738/2014/G1P8	2014-07-21	2014.552055
RVA/Human-wt/KEN/KLF0706/2014/G1P8	2014-04-16	2014.289041
NODE_0000066	2012-02-10	2012.111807
RVA/Human-wt/KEN/KLF0677/2013/G1P8	2013-08-30	2013.661644
NODE_0000067	2012-09-08	2012.687255
NODE_0000269	2012-11-21	2012.890698
RVA/Human-wt/KEN/KLF0648/2013/G1P8	2013-06-05	2013.426027
NODE_0000069	2013-04-06	2013.262919
RVA/Human-wt/KEN/KLF0642/2013/G1P8	2013-05-23	2013.390411
NODE_0000070	2013-06-16	2013.455258
RVA/Human-wt/KEN/KLF0682/2013/G1P8	2013-09-16	2013.708219
NODE_0000273	2013-09-17	2013.710959
RVA/Human-wt/KEN/KLF0684/2013/G1P8	2013-09-18	2013.713699
RVA/Human-wt/KEN/KLF0683/2013/G1P8	2013-09-17	2013.710959
NODE_0000072	2012-10-26	2012.818326
RVA/Human-wt/KEN/KLF0662/2013/G1P8	2013-06-25	2013.480822
RVA/Human-wt/KEN/KLF0664/2013/G1P8	2013-06-26	2013.483562
RVA/Human-wt/KEN/KLF0688/2013/G1P8	2013-09-28	2013.741096
NODE_0000074	2013-01-31	2013.082942
RVA/Human-wt/KEN/KLF1040/2013/G1P8	2013-06-13	2013.447945
RVA/Human-wt/KEN/KLF0675/2013/G1P8	2013-08-16	2013.623288
NODE_0000283	2013-01-08	2013.019404
RVA/Human-wt/KEN/KLF0643/2013/G1P8	2013-05-24	2013.393151
NODE_0000284	2013-05-15	2013.368493
RVA/Human-wt/KEN/KLF0638/2013/G1P8	2013-05-15	2013.368493
NODE_0000285	2013-07-02	2013.500000
RVA/Human-wt/KEN/KLF0679/2013/G1P8	2013-09-03	2013.672603
RVA/Human-wt/KEN/KLF0665/2013/G1P8	2013-07-02	2013.500000
NODE_0000081	2013-01-16	2013.042350
RVA/Human-wt/KEN/KLF0690/2013/G1P8	2013-11-07	2013.850685
NODE_0000084	2013-07-08	2013.516438
RVA/Human-wt/KEN/KLF0669/2013/G1P8	2013-07-19	2013.546575
RVA/Human-wt/KEN/KLF1044/2013/G1P8	2013-07-08	2013.516438
NODE_0000339	2013-02-02	2013.089545
RVA/Human-wt/KEN/KLF0660/2013/G1P8	2013-06-18	2013.461644
NODE_0000296	2013-05-19	2013.380783
RVA/Human-wt/KEN/KLF0639/2013/G1P8	2013-05-20	2013.382192
NODE_0000301	2013-05-22	2013.387671
RVA/Human-wt/KEN/KLF0641/2013/G1P8	2013-05-22	2013.387671
NODE_0000305	2013-05-30	2013.409589
RVA/Human-wt/KEN/KLF0645/2013/G1P8	2013-05-30	2013.409589
NODE_0000308	2013-06-05	2013.427358
RVA/Human-wt/KEN/KLF0653/2013/G1P8	2013-06-08	2013.434247
NODE_0000315	2013-06-08	2013.434247
RVA/Human-wt/KEN/KLF0691/2013/G1P8	2013-11-12	2013.864384
RVA/Human-wt/KEN/KLF0652/2013/G1P8	2013-06-08	2013.434247
NODE_0000092	2002-12-03	2002.921234
NODE_0000110	--	--
JN849145.1_RVA/Human-wt/BEL/BE1259/2009/G3P8	--	--
KJ753438.1_RVA/Human-wt/ZAF/MRC-DPRU2082/2005/G3P8	--	--
LC066192.1_RVA/RVA/Human-wt/VNM/SP110/2012/G1P8	--	--
JF490916.1_RVA/human/Vanderbilt/VU06-07-21/2006/G3P8	--	--
NODE_0000111	--	--
JX027707.1_RVA/Human-wt/AUS/CK00062/2007/G1P8	--	--
LC056818.1_RVA/RVA/Human-wt/VNM/NT0247/2007/G1P8	--	--
NODE_0000093	2003-12-18	2003.963575
NODE_0000094	--	--
JF490564.1_RVA/human/Vanderbilt/VU05-06-2/2005/G1P8	--	--
KF907291.1_RVA/Human-wt/BRA/RJ12419/2006/G12P8	--	--
NODE_0000095	2004-04-23	2004.309431
NODE_0000100	--	--
JX027911.1_RVA/Human-wt/AUS/CK00092/2009/G1P8	--	--
NODE_0000101	--	--
KP752793.1_RVA/Human-wt/ETH/MRC-DPRU4970/2010/G12P8	--	--
JN849115.1_RVA/Human-wt/BEL/BE0085/2008/G12P8	--	--
NODE_0000096	--	--
HM773637.1_RVA/Human-wt/USA2008747307/2008/G9P8	--	--
NODE_0000097	--	--
HM773846.1_RVA/Human-wt/USA2007719907/2007/G1P8	--	--
NODE_0000098	--	--
JF490223.1_RVA/human/Victoria/CK00015/2005/G1P8	--	--
MT854655.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1271/2009/G1P8	--	--
NODE_0000102	2006-01-27	2006.071269
LC468216.1_RVA/Human-wt/JPN/Ro1847/2013/G1P8	--	--
LC172466.1_RVA/RVA/Human/JPN/NT048/2013/G1P8	--	--
JX027876.1_RVA/Human-wt/AUS/CK00088/2009/G1P8	--	--
NODE_0000103	2007-10-26	2007.817347
RVA/Human-wt/KEN/KLF0632/2013/G1P8	2013-06-01	2013.415068
HQ392263.1_RVA/Human-wt/BEL/BE00031/2008/G1P8	--	--
NODE_0000107	--	--
MT855447.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU981/2006/G1P8	--	--
NODE_0000108	--	--
KC769451.1_RVA/Human-wt/AUS/CK00079/2007/G1P8	--	--
JN887809.1_RVA/Hu/CI-81/2011/KOR	--	--
NODE_0000115	--	--
EF990707.1_RVA/Human-wt/BEL/B3458/2003/G9P8	--	--
NODE_0000117	--	--
DQ492672.1_RVA/Human-wt/BGD/Dhaka16/2003/G1P8	--	--
NODE_0000118	--	--
KC769363.1_RVA/Human-wt/AUS/CK00064/2007/G1P8	--	--
NODE_0000119	--	--
HQ392238.1_RVA/Human-wt/BEL/BE00029/2008/G1P8	--	--
EU839955.1_Human/rotavirus/G1P8DH415/2005	--	--
NODE_0000121	--	--
KP881945.1_RVA/Human-wt/BGD/Bang-018/2008/G9P8	--	--
NODE_0000122	--	--
KP882121.1_RVA/Human-wt/BGD/Bang-095/2008/G1P8	--	--
NODE_0000123	--	--
EU839959.1_Human/rotavirus/G9P8DH396/2004	--	--
JF490893.1_RVA/human/Vanderbilt/VU06-07-7/2006/G1P8	--	--
NODE_0000124	--	--
NODE_0000125	--	--
NODE_0000126	--	--
JN849131.1_RVA/Human-wt/BEL/BE1248/2009/G9P8	--	--
DQ146652.1_RVA/Human-wt/BGD/Dhaka25/2002/G12P8	--	--
NODE_0000128	--	--
NODE_0000129	--	--
NODE_0000130	--	--
MT854336.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1002/2006/G1P8	--	--
MT855458.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU999/2006/G1P8	--	--
NODE_0000131	--	--
KF636182.1_RVA/Human-wt/ZAF/MRC-DPRU2061/2010/G1P8	--	--
KJ753295.1_RVA/Human-wt/ZWE/MRC-DPRU1844-11/2011/G1P8	--	--
NODE_0000132	--	--
NODE_0000133	--	--
JX027821.1_RVA/Human-wt/AUS/CK00083/2008/G1P8	--	--
NODE_0000134	--	--
MT855260.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU658/2005/G1P8	--	--
NODE_0000135	--	--
MT854721.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU139/2009/G1P8	--	--
MN632685.1_RVA/Human-wt/RUFS-NGS-MRC-DPRU1565/2011/G1P8	--	--
NODE_0000136	--	--
NODE_0000137	--	--
HQ392362.1_RVA/Human-wt/BEL/BE00040/2008/G1P8	--	--
NODE_0000138	--	--
HQ392119.1_RVA/Human-wt/BEL/BE00017/2006/G1P8	--	--
MT854468.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1047/2008/G1P8	--	--
NODE_0000139	--	--
NODE_0000140	--	--
MT854666.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1273/2007/G1P8	--	--
KJ752698.1_RVA/Human-wt/ZAF/MRC-DPRU1381/2007/G1P8	--	--
NODE_0000141	--	--
HM773747.1_RVA/Human-wt/USA2007719825/2007/G1P8	--	--
NODE_0000142	--	--
HQ392306.1_RVA/Human-wt/BEL/BE00035/2008/G1P8	--	--
JN849121.1_RVA/Human-wt/BEL/BE1023/2008/G1P8	--	--
NODE_0000143	--	--
KP752607.1_RVA/Human-wt/ZAF/MRC-DPRU4799/2004/G1P8	--	--
NODE_0000144	--	--
KT920896.1_RVA/Human-wt/IND/VR11281/2003/G1P8	--	--
KT920643.1_RVA/Human-wt/IND/VR10431/2003/G1P8	--	--
NODE_0000147	--	--
JF490146.1_RVA/human/Victoria/CK00006/2004/G1P8	--	--
MT854523.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1116/2004/G1P8	--	--
NODE_0000148	--	--
NODE_0000149	--	--
KJ752599.1_RVA/Human-wt/TGO/MRC-DPRU5171/2010/G12P8	--	--
NODE_0000150	--	--
KM660355.1_RVA/Human-wt/CMR/MA127/2011/G12P8	--	--
KM660338.1_RVA/Human-wt/CMR/ES290/2010/G12P8	--	--
NODE_0000151	--	--
KP882506.1_RVA/Human-wt/GHA/Ghan-084/2008/G1P8	--	--
KJ751826.1_RVA/Human-wt/BFA/MRC-DPRU2862/2009/G1P8	--	--
KJ751974.1_RVA/Human-wt/ZAF/MRC-DPRU822/2005/G1P8	--	--
NODE_0000154	--	--
KP883034.1_RVA/Human-wt/MLI/Mali-049/2008/G1P8	--	--
NODE_0000155	--	--
JN013994.1_RVA/Human-wt/ZAF/2371WC/2008/G9P8	--	--
NODE_0000156	--	--
KJ752795.1_RVA/Human-wt/ZWE/MRC-DPRU1841/2009/G9P8	--	--
KJ753537.1_RVA/Human-wt/ZWE/MRC-DPRU3367/2010/9P8	--	--
NODE_0000158	--	--
KJ751594.1_RVA/Human-wt/TGO/MRC-DPRU5144/2010/G12P8	--	--
KP882638.1_RVA/Human-wt/GHA/Ghan-145/2008/G1P8	--	--
NODE_0000160	--	--
KP883001.1_RVA/Human-wt/MLI/Mali-046/2008/G1P8	--	--
KP882550.1_RVA/Human-wt/GHA/Ghan-088/2008/G1P8	--	--
NODE_0000161	--	--
NODE_0000162	--	--
KJ627130.1_RVA/Human-wt/PRY/472/2000/G9P8	--	--
KJ626885.1_RVA/Human-wt/PRY/2SR/2002/G9P8	--	--
NODE_0000164	--	--
NODE_0000165	--	--
KF907293.1_RVA/Human-wt/BRA/BA20142/2011/G12P8	--	--
MN067124.1_RVA/Human-wt/IND/CMC_00039/2012/G1P8	--	--
NODE_0000166	--	--
HM773593.1_RVA/Human-wt/USA2009727036/2009/G9P8	--	--
HQ702254.1_RVA/human/Bethesda/DC8/2009/G9P8	--	--
NODE_0000168	--	--
JN129084.1_RVA/Human/NCA/7J/2010/G1P8	--	--
NODE_0000169	--	--
MN067113.1_RVA/Human-wt/IND/CMC_00012/2011/G1P8	--	--
NODE_0000170	--	--
MN067083.1_RVA/Human-wt/IND/CMC_00033/2012/G1P8	--	--
NODE_0000171	--	--
MN066804.1_RVA/Human-wt/IND/CMC_00047/2013/G1P8	--	--
MN067135.1_RVA/Human-wt/IND/CMC_00029/2012/G1P8	--	--
NODE_0000172	--	--
NODE_0000173	--	--
MG181461.1_RVA/Human-wt/MWI/MW2-1254/2005/G1P8	--	--
NODE_0000174	--	--
MG181329.1_RVA/Human-wt/MWI/MW5-184/2001/G1P8	--	--
KJ753449.1_RVA/Human-wt/ZAF/MRC-DPRU1217/2009/G1P8	--	--
MG181483.1_RVA/Human-wt/MWI/0P5-001/2008/G1P8	--	--
NODE_0000176	--	--
NODE_0000177	--	--
JN849127.1_RVA/Human-wt/BEL/BE1001a/2008/G9P8	--	--
NODE_0000178	--	--
KX778584.1_RVA/Human-wt/CHN/km15119/G9P8	--	--
NODE_0000179	--	--
KX778578.1_RVA/Human-wt/CHN/km15095/G9P8	--	--
LC569554.1_RVA/Human-wt/JPN/RU17-08/2017/G9P8	--	--
NODE_0000181	--	--
HM773659.1_RVA/Human-wt/USA2008747369/2008/G3P8	--	--
NODE_0000182	--	--
LC228384.1_RVA/Human-wt/JPN/CH1023/2016/G9P8	--	--
MN106118.1_RVA/Human-wt/CHN/E5365/2017/G1P8	--	--
NODE_0000184	--	--
MN478704.1_RVA/Human-wt/USA/3000014466/2014/G9P8	--	--
NODE_0000185	--	--
LC105315.1_RVA/RVA/Human-wt/JPN/To14-28/2014/G9P8	--	--
KT988296.1_RVA/Human-wt/ITA/PR1015/2013/G3P8	--	--
KX778577.1_RVA/Human-wt/CHN/km15094/G9P8	--	--
NODE_0000188	--	--
LC066159.1_RVA/RVA/Human-wt/VNM/SP071/2012/G1P8	--	--
NODE_0000189	--	--
KT920830.1_RVA/Human-wt/USA/CNMC120/2011/G1P8	--	--
LC569551.1_RVA/Human-wt/JPN/To17-01/2017/G1P8	--	--
NODE_0000191	--	--
NODE_0000192	--	--
LC172616.1_RVA/RVA/Human/JPN/YM026/2013/G9P8	--	--
NODE_0000193	--	--
MN478763.1_RVA/Human-wt/USA/3000380486/2015/G9P8	--	--
KJ753471.1_RVA/Human-wt/ZWE/MRC-DPRU1102/2012/G9P8	--	--
NODE_0000194	--	--
MG816515.1_RVA/human/SC9/CHN/2014/P8	--	--
NODE_0000195	--	--
MN478744.1_RVA/Human-wt/USA/3000357125/2016/G9P8	--	--
NODE_0000196	--	--
LC568924.1_RVA/Human-wt/JPN/NS16-10/2016/G9P8	--	--
LC491485.1_RVA/Human-wt/VNM/RVN16.1164/2016/G9P8	--	--
NODE_0000198	--	--
MZ165470.1_RVA/Human/CHN/HB-1/2019	--	--
NODE_0000199	--	--
MW254178.1_RVA/sewage/CHN/B23-R2/2019/P8	--	--
LC477407.1_RVA/Human-wt/JPN/Tokyo18-43/2018/G9P8	--	--
NODE_0000200	--	--
JN258371.1_RVA/Human-wt/USA/2007719635/2007/G1P8	--	--
NODE_0000201	--	--
NODE_0000202	--	--
KJ752983.1_RVA/Human-wt/ZAF/MRC-DPRU83/2011/G1P8	--	--
NODE_0000203	--	--
LC433678.1_RVA/Human-wt/VNM/0248/2016/G3P8	--	--
LC086750.1_RVA/RVA/Human-wt/THA/PCB-118/2013/G1P8	--	--
NODE_0000205	--	--
KX363108.1_RVA/Human-wt/VNM/12056_74/2013	--	--
KX363150.1_RVA/Human-wt/VNM/12057_81/2013	--	--
MN552124.1_RVA/Human-wt/RUS/Novosibirsk/NS17-A1039/2017/G12P8	--	--
LC086761.1_RVA/RVA/Human-wt/THA/SKT-98/2013/G1P8	--	--
NODE_0000209	--	--
LC066642.1_RVA/RVA/Human-wt/THA/PCB-180/2013/G1P8	--	--
NODE_0000210	--	--
LC491441.1_RVA/Human-wt/VNM/RVN16.1024/2016/G9P8	--	--
KX362703.1_RVA/Human-wt/VNM/16020_72/2013	--	--
NODE_0000212	--	--
MN058738.1_RVA/CAU17L-79/2017/G1P8	--	--
MT410487.1_RVA/JPN/17271/2019	--	--
NODE_0000213	--	--
LC469340.1_RVA/Human-wt/IDN/GRV67/2014/G1P8	--	--
NODE_0000214	--	--
NODE_0000223	--	--
LC172607.1_RVA/RVA/Human/JPN/SP035/2013/G1P8	--	--
AB848005.1_RVA/RVA/Human-wt/JPN/HC12016/2012/G1P8	--	--
LC172507.1_RVA/RVA/Human/JPN/KN108/2013/G1P8	--	--
NODE_0000226	--	--
NODE_0000227	--	--
LC430887.1_RVA/Human-wt/IDN/D13/2013/G3P8	--	--
AB930192.1_RVA/RVA/Human-wt/JPN/S140023/2014/G3P8	--	--
NODE_0000228	--	--
LC105424.1_RVA/RVA/Human-wt/JPN/To14-41/2014/G1P8	--	--
MF044134.1_RVA/Human-wt/TWN/2014/103-701-D166/G1P8	--	--
NODE_0000215	--	--
KP007191.1_RVA/Human-wt/PHI/TGO12-016/2012/G1P8	--	--
NODE_0000216	--	--
LC542159.1_RVA/Human-wt/JPN/IW16-10/2016/G3P8	--	--
LC086717.1_RVA/RVA/Human-wt/THA/SKT-281/2013/G3P8	--	--
LC086728.1_RVA/RVA/Human-wt/THA/SKT-289/2013/G3P8	--	--
NODE_0000219	--	--
NODE_0000220	--	--
LC260227.1_RVA/RVA/Human-wt/IDN/SOEP137/2016/G3P8	--	--
LC469335.1_RVA/Human-wt/IDN/STM230/2016/G3P8	--	--
NODE_0000221	--	--
KX880426.1_RVA/Human-wt/DEU/GER34-16/2016/G3P8	--	--
LC260223.1_RVA/RVA/Human-wt/IDN/SOEP044/2015/G3P8	--	--
NODE_0000229	--	--
LC463295.1_RVA/Human-wt/JPN/EnRo2275/2014/G1P8	--	--
NODE_0000230	--	--
MF044156.1_RVA/Human-wt/TWN/2014/103-701-D022/G3P8	--	--
NODE_0000231	--	--
MH569763.1_RVA/Human-wt/BRA/IAL-R608/2015/G3P8	--	--
MW558495.1_RVA/Hu/RUS/Moscow-40/2020	--	--
NODE_0000232	--	--
KX880415.1_RVA/Human-wt/DEU/GER33-15/2015/G3P8	--	--
MT854358.1_RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1006/2006/G1P8	--	--
NODE_0000235	--	--
LC542559.1_RVA/Human-wt/JPN/TA17-06/2017/G3P8	--	--
LC542570.1_RVA/Human-wt/JPN/TA17-07/2017/G3P8	--	--
